Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
20251467634,25-000225,02/07/2025,02-February,6-Friday,15:42,1500 Hours,District 1 (Central),ALTOONA,POLK,77,ADVENTURELAND DR,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Made improper turn,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5200,2,3,Southbound (SB),POINT (-93.500906706707 41.658543426706)
20251467805,25SC03446,02/07/2025,02-February,6-Friday,21:25,2100 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,TRANSIT AVE AND SOUTH CECELIA ST,Collision with fixed object:  Utility pole/light support,On Roadway,Non-collision (single vehicle),Exceeded authorized speed,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Fatal,1,0,0,0,0,0,10300,1,1,Northbound (NB),POINT (-96.367502792675 42.470500789756)
20251468905,,02/07/2025,02-February,6-Friday,18:00,1800 Hours,District 6 (East Central),NORTH LIBERTY,JOHNSON,77,FRONT ST,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,Dusk,Dry,Cloudy,,,Paved,,Property Damage Only,0,0,0,0,0,0,8338,1,1,Northbound (NB),POINT (-91.597200479793 41.758552392649)
20251467546,390225-0326,02/07/2025,02-February,6-Friday,07:20,0700 Hours,District 4 (Southwest),,GUTHRIE,IA-44,IA 44 E,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,Southbound (SB),POINT (-94.383562141975 41.688928977439)
20251467506,25-001028,02/07/2025,02-February,6-Friday,06:52,0600 Hours,District 3 (Northwest),,PALO ALTO,IA-4,4400-BLK 460 AVE,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,2500,1,1,Northbound (NB),POINT (-94.678597069516 43.001387831652)
20251467562,20250003283,02/07/2025,02-February,6-Friday,12:00,1200 Hours,District 1 (Central),DES MOINES,POLK,I-235,"RAMP I 235 W TO 19TH ST, N",Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,30000,2,2,Westbound (WB),POINT (-93.642483436781 41.596383205039)
20251467861,2025-04132,02/07/2025,02-February,6-Friday,20:16,2000 Hours,District 5 (Southeast),INDIANOLA,WARREN,US 65,US 65 N,Collision with fixed object:  Culvert/pipe opening,On Roadway,Non-collision (single vehicle),Ran off road - right,Under Influence of Alcohol/Drugs/Medications,None apparent,Dark - roadway not lighted,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,Northbound (NB),POINT (-93.558319613058 41.333714969966)
20251467629,W25-010784,02/07/2025,02-February,6-Friday,20:12,2000 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,77,200 BLOCK WEST DONALD ST,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),Failure to signal intentions,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,9000,2,2,Southbound (SB),POINT (-92.340510167166 42.527595830009)
20251467903,25000939,02/07/2025,02-February,6-Friday,18:15,1800 Hours,District 1 (Central),,HAMILTON,I-35,I 35 S,Collision with:  Vehicle in traffic,On Roadway,Non-collision (single vehicle),Cargo/equipment loss or shift,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5000,2,5,Eastbound (EB),POINT (-93.570296967523 42.300295323472)
20251468114,2025003340,02/07/2025,02-February,6-Friday,07:11,0700 Hours,District 4 (Southwest),,ADAIR,77,STUART RD SB APPROXIMATELY 1/2 MILE SOUTH OF 220TH ST,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,10000,1,2,Northbound (NB),POINT (-94.31807993982 41.323522124919)
20251467686,2025-2876,02/07/2025,02-February,6-Friday,15:35,1500 Hours,District 6 (East Central),BETTENDORF,SCOTT,77,DEVILS GLEN RD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From driveway,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,"Non-intersection:  Driveway access (related, not in)",Paved,,Possible/Unknown,0,1,0,0,1,0,18000,2,4,Northbound (NB),POINT (-90.483452797186 41.533190020448)
20251467883,A25004,02/07/2025,02-February,6-Friday,15:40,1500 Hours,District 5 (Southeast),KNOXVILLE,MARION,77,1200 BLK GEBHARDT ST,Collision with:  Parked motor vehicle,On Roadway,Rear to rear,Driver Distraction:  Other interior distraction,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1600,2,2,Northbound (NB),POINT (-93.11248507639 41.328798847272)
20251467654,2025-8809,02/07/2025,02-February,6-Friday,13:17,1300 Hours,District 6 (East Central),DAVENPORT,SCOTT,77,WEST 4TH ST AND NORTH DIVISION ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Traffic Signal,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,2,0,1,1,0,9500,2,3,Northbound (NB),POINT (-90.601205940024 41.523432279041)
20251467678,2025001171,02/08/2025,02-February,7-Saturday,16:15,1600 Hours,District 6 (East Central),IOWA CITY,JOHNSON,77,NAPLES AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From driveway,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,"Non-intersection:  Driveway access (related, not in)",Paved,,Property Damage Only,0,0,0,0,0,0,5500,2,5,Northbound (NB),POINT (-91.571110342484 41.632585700382)
20251467689,25-001353,02/08/2025,02-February,7-Saturday,17:20,1700 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,US 275,SOUTH 24TH ST AND US 275 N,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,Glare,Dusk,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,16000,2,2,Northbound (NB),POINT (-95.878736585498 41.218882226241)
20251467694,25004884,02/08/2025,02-February,7-Saturday,21:27,2100 Hours,District 5 (Southeast),WEST LIBERTY,MUSCATINE,77,SPENCER ST AND CHESEBRO RD,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  At uncontrolled intersection,None Indicated,None apparent,Dark - roadway lighted,Dry,Cloudy,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,9000,2,3,Southbound (SB),POINT (-91.26196853942 41.569241718422)
20251467695,25-001344,02/08/2025,02-February,7-Saturday,12:54,1200 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,I-80,I 80 E,Collision with fixed object:  Guardrail - face,On Roadway,Non-collision (single vehicle),Ran off road - right,None Indicated,None apparent,Daylight,Dry,Clear,Work Zone (roadway-related),Non-intersection:  Non-junction/no special feature,Paved,Yes,Property Damage Only,0,0,0,0,0,0,35000,1,1,Southbound (SB),POINT (-95.823874358259 41.241749081054)
20251467862,2025-04190,02/08/2025,02-February,7-Saturday,07:00,0700 Hours,District 5 (Southeast),,WARREN,77,POLK ST,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Unpaved,,Property Damage Only,0,0,0,0,0,0,10000,1,1,Southbound (SB),POINT (-93.53897398558 41.262952472421)
20251467858,2025-00169,02/08/2025,02-February,7-Saturday,20:30,2000 Hours,District 4 (Southwest),WAUKEE,DALLAS,77,32000 BLK ASHWORTH RD,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Unpaved,,Property Damage Only,0,0,0,0,0,0,1500,1,2,Southbound (SB),POINT (-93.88226446533 41.576382435717)
20251469692,202501746,02/08/2025,02-February,7-Saturday,06:26,0600 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,77,403 33RD ST NE,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),Driver Distraction:  Other interior distraction,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,27000,3,1,Southbound (SB),POINT (-91.638409090858 42.010673716925)
20251467699,25-2425,02/08/2025,02-February,7-Saturday,22:30,2200 Hours,District 6 (East Central),,JACKSON,77,98TH ST/CAVES RD,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,8000,1,1,Northbound (NB),POINT (-90.765510150092 42.120629023568)
20251467759,202500001554,02/08/2025,02-February,7-Saturday,17:53,1700 Hours,District 6 (East Central),MARION,LINN,US 151,US 151/ HWY 13,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Failed to keep in proper lane,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,5000,2,5,Northbound (NB),POINT (-91.549829787901 42.035616929701)
20251467895,25-01937,02/08/2025,02-February,7-Saturday,19:56,1900 Hours,District 3 (Northwest),,SIOUX,US 18,COOLIDGE AVE AND US 18 E,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,10000,1,4,Southbound (SB),POINT (-96.392774461455 43.199594393345)
20251467717,CG2500155,02/08/2025,02-February,7-Saturday,18:10,1800 Hours,District 2 (Northeast),,CERRO GORDO,77,255TH ST MEASURING 1146 FEET EAST FROM JONQUIL AVE,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,Dark - roadway not lighted,Ice/frost,Snow,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,5000,1,3,Southbound (SB),POINT (-93.315707913099 43.133641517471)
20251467716,25-001384,02/08/2025,02-February,7-Saturday,12:27,1200 Hours,District 2 (Northeast),,FLOYD,77,UNDERWOOD AVE,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,Weather conditions,Daylight,Snow,Snow,"Slippery, loose, or worn surface",Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4000,1,2,Northbound (NB),POINT (-92.633789814489 43.144828147268)
20251467667,MC2500440,02/08/2025,02-February,7-Saturday,10:42,1000 Hours,District 2 (Northeast),MASON CITY,CERRO GORDO,77,21ST ST SE,Collision with fixed object:  Utility pole/light support,Shoulder,Non-collision (single vehicle),Driving too fast for conditions,None Indicated,None apparent,Daylight,Snow,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,1,Southbound (SB),POINT (-93.196460871944 43.131549118937)
20251467769,2025001184,02/08/2025,02-February,7-Saturday,22:26,2200 Hours,District 6 (East Central),IOWA CITY,JOHNSON,77,ROCHESTER AVE,Collision with fixed object:  Utility pole/light support,Outside trafficway,Non-collision (single vehicle),Ran off road - right,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,0,1,5000,1,1,Southbound (SB),POINT (-91.496782845646 41.667782068575)
20251467729,25-000565,02/08/2025,02-February,7-Saturday,07:40,0700 Hours,District 1 (Central),ANKENY,POLK,77,SE CORPORATE WOODS DR / SE FOUR MILE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driver Distraction:  Inattentive/lost in thought,None Indicated,None apparent,Dusk,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2200,2,3,Northbound (NB),POINT (-93.561051630586 41.673244457795)
20251468129,SOP202500106,02/08/2025,02-February,7-Saturday,23:00,2300 Hours,District 6 (East Central),,IOWA,77,1700 BLOCK OF 336TH ST,Non-collision events:  Overturn/rollover,Roadside,Non-collision (single vehicle),Ran off road - left,None Indicated,None apparent,Dark - roadway not lighted,Gravel,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Unpaved,,Property Damage Only,0,0,0,0,0,0,8000,1,1,Southbound (SB),POINT (-92.146991478332 41.518056039613)
20251467704,20250003423,02/08/2025,02-February,7-Saturday,20:20,2000 Hours,District 1 (Central),DES MOINES,POLK,US 6,US 6 E MEASURING 1125 FEET NORTH FROM OVID AVE,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",FTYROW:  Other (explain in narrative),None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,"Non-intersection:  Driveway access (related, not in)",Paved,,Property Damage Only,0,0,0,0,0,0,5000,2,5,Southbound (SB),POINT (-93.697755964136 41.62800055528)
20251467721,2025-000910,02/08/2025,02-February,7-Saturday,21:53,2100 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,77,NW ARTERIAL,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Lost Control,None Indicated,None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,0,1,20000,1,1,Northbound (NB),POINT (-90.706353151142 42.531461468447)
20251468107,,02/08/2025,02-February,7-Saturday,20:50,2000 Hours,District 2 (Northeast),,CHICKASAW,IA-24,IA 24 E,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,,Dark - roadway not lighted,Dry,Clear,,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,8600,1,2,Southbound (SB),POINT (-92.090791182629 43.090888390339)
20251467809,25SC03502,02/08/2025,02-February,7-Saturday,14:55,1400 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,77,CASSELMAN ST AND WEST VILLA AVE,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,None apparent,Daylight,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,14000,2,2,Northbound (NB),POINT (-96.442942140629 42.503617447259)
20251469150,2025-231,02/08/2025,02-February,7-Saturday,20:24,2000 Hours,District 6 (East Central),,SCOTT,77,110 AVE AND 145 ST,Collision with fixed object:  Other fixed object (explain in narrative),On Roadway,Non-collision (single vehicle),Failed to yield to emergency vehicle,None Indicated,None apparent,Dark - unknown roadway lighting,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,2,0,2,0,0,40000,1,3,Northbound (NB),POINT (-90.688193492976 41.516244283714)
20251468158,25-00617,02/08/2025,02-February,7-Saturday,21:30,2100 Hours,District 1 (Central),WEST DES MOINES,POLK,I-235,1800 BLOCK OF I 235 W,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",Unknown,None Indicated,None apparent,Dark - roadway lighted,Dry,Clear,None apparent,Interchange-related:  On-ramp merge area,Paved,,Property Damage Only,0,0,0,0,0,0,1500,2,2,Westbound (WB),POINT (-93.721272413783 41.593411892195)
20251469428,2.50004e+007,02/08/2025,02-February,7-Saturday,19:45,1900 Hours,District 1 (Central),AMES,STORY,US 69,US 69 S,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,None apparent,Dark - roadway lighted,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Minor Injury,0,1,0,1,0,0,25000,2,3,Eastbound (EB),POINT (-93.620052700867 42.022875358342)
20251467677,25011003,02/08/2025,02-February,7-Saturday,14:38,1400 Hours,District 2 (Northeast),CEDAR FALLS,BLACK HAWK,IA-27,NB HWY 58 AT GREENHILL,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driver Distraction:  Other interior distraction,None Indicated,None apparent,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3002,2,3,Northbound (NB),POINT (-92.452769714087 42.49840463486)
20251467703,20250003406,02/08/2025,02-February,7-Saturday,18:06,1800 Hours,District 1 (Central),DES MOINES,POLK,77,6TH AVE AND OVID AVE,Collision with:  Vehicle in traffic,On Roadway,Head-on (front to front),FTYROW:  Making left turn,None Indicated,None apparent,Dusk,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,12000,2,2,Northbound (NB),POINT (-93.62476854619 41.625799324095)
20251467756,W25-011052,02/08/2025,02-February,7-Saturday,18:41,1800 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,77,KIMBALL AVE,Collision with fixed object:  Traffic signal support,Shoulder,Non-collision (single vehicle),Followed too close,None Indicated,None apparent,Dark - roadway lighted,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,1,Northbound (NB),POINT (-92.356956322165 42.466152432738)
20251467830,25001061,02/08/2025,02-February,7-Saturday,20:08,2000 Hours,District 6 (East Central),,DELAWARE,IA-13,IA 13 N,Collision with:  Animal,Unknown,Non-collision (single vehicle),Animal,None Indicated,Animal in roadway,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,1,Northbound (NB),POINT (-91.470105170615 42.568765791295)
20251468104,S25-00847,02/08/2025,02-February,7-Saturday,22:58,2200 Hours,District 5 (Southeast),,DES MOINES,77,TEXAS AVE MEASURING 36 FEET NORTH FROM NORTH DR,Collision with fixed object:  Curb/island/raised median,Outside trafficway,Non-collision (single vehicle),Ran Stop Sign,Alcohol (Statutory),None apparent,Dark - roadway not lighted,Dry,Clear,None apparent,Intersection:  T-intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,1,Northbound (NB),POINT (-91.256689328243 40.825243115444)
