Iowa DOT Case Number,Law Enforcement Case Number,Date of Crash,Month of Crash,Day of Week,Time of Crash,Hour,DOT District,City Name,County Name,Route with System,Location Description,First Harmful Event,Location of First Harmful Event,Manner of Crash/Collision,Major Cause,Drug or Alcohol ,Environmental Conditions,Light Conditions,Surface Conditions,Weather Conditions,Roadway Contribution,Roadway Type,Roadway Surface,Work Zone,Crash Severity,Number of Fatalities,Number of Injuries,Number of Major Injuries,Number of Minor Injuries,Number of Possible Injuries,Number of Unknown Injuries,Amount of Property Damage,Number of Vehicles Involved,Total Number of Occupants,Travel Direction,Location
2014812172,08-14-016,08/12/2014,08-August,3-Tuesday,16:10,1600 Hours,District 3 (Northwest),LE MARS,PLYMOUTH,,1ST AVE NW,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From parked position,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,2,2,,POINT (-96.167818645303 42.793743857283)
2014812052,14-033903,08/12/2014,08-August,3-Tuesday,13:50,1300 Hours,District 4 (Southwest),COUNCIL BLUFFS,POTTAWATTAMIE,US 6,US 6/W BROADWAY & S 21ST ST & N 21ST ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Made improper turn,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),Paved,,Property Damage Only,0,0,0,0,0,0,4500,2,4,,POINT (-95.875314659856 41.261892034097)
2014812217,201411813,08/12/2014,08-August,3-Tuesday,00:22,0000 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,,2ND ST SW,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,Refused,,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,1,,POINT (-91.664986487156 41.95360595595)
2014816221,14-2302,08/12/2014,08-August,3-Tuesday,19:00,1900 Hours,District 2 (Northeast),OSAGE,MITCHELL,,ELM ST & S 6TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  At uncontrolled intersection,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,3,,POINT (-92.812856262336 43.277315858309)
2014811989,W14-080978,08/12/2014,08-August,3-Tuesday,14:19,1400 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,,W RIDGEWAY AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1650,2,3,,POINT (-92.37574214534 42.46933630273)
2014812661,14-15424,08/12/2014,08-August,3-Tuesday,11:30,1100 Hours,District 6 (East Central),BETTENDORF,SCOTT,,SPRUCE HILLS DR & MAGNOLIA DR,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,None Indicated,,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,3,,POINT (-90.516453859052 41.554082100032)
2014811998,01-14-35794,08/12/2014,08-August,3-Tuesday,10:26,1000 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,IA 946,IA 946/IOWA 946,Collision with:  Vehicle in traffic,On Roadway,"Sideswipe, same direction",FTYROW:  From driveway,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),Paved,,Property Damage Only,0,0,0,0,0,0,10000,2,2,,POINT (-90.664740020778 42.48823307677)
2014814448,2014046961,08/12/2014,08-August,3-Tuesday,06:45,0600 Hours,District 4 (Southwest),,MADISON,US 169,US 169,Collision with:  Animal,On Roadway,Non-collision (single vehicle),Animal,None Indicated,,Dawn,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,1,,POINT (-94.017671439191 41.455773370767)
2014813782,14007307,08/12/2014,08-August,3-Tuesday,04:57,0400 Hours,District 6 (East Central),,BUCHANAN,IA 150,IA 150/JACKSON AVE,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,1,,POINT (-91.902107034168 42.599449225511)
2014812964,2014047193,08/12/2014,08-August,3-Tuesday,20:50,2000 Hours,District 4 (Southwest),,MADISON,IA 92,IA 92/IOWA 92,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,6000,1,1,,POINT (-93.85760512591 41.349420760461)
2014814402,1433898,08/12/2014,08-August,3-Tuesday,18:00,1800 Hours,District 5 (Southeast),,MUSCATINE,,Co Rd X61/STEWART RD,Non-collision events:  Overturn/rollover,Shoulder,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,2,0,0,2,0,4000,1,2,,POINT (-91.109157793038 41.334406105374)
2014812364,142394,08/12/2014,08-August,3-Tuesday,09:34,0900 Hours,District 3 (Northwest),DENISON,CRAWFORD,US 59,US 59 & ARROWHEAD DR,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Ran Stop Sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,9000,2,5,,POINT (-95.372583924261 42.023294865526)
2014812029,20140023443,08/12/2014,08-August,3-Tuesday,13:49,1300 Hours,District 1 (Central),DES MOINES,POLK,IA 28,IA 28/63RD ST & SCHOOL ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Driver Distraction:  Passenger,None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,4,,POINT (-93.703595913415 41.595376921439)
2014814280,32063-14,08/12/2014,08-August,3-Tuesday,10:25,1000 Hours,District 3 (Northwest),ARMSTRONG,EMMET,IA 9,IA 9/IOWA 9,Collision with fixed object:  Guardrail - face,On Roadway,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Other non-intersection (explain in narrative),Paved,,Property Damage Only,0,0,0,0,0,0,5100,1,1,,POINT (-94.512127605966 43.396191051615)
2014812190,W14-081043,08/12/2014,08-August,3-Tuesday,17:01,1700 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,,MARTIN RD & ANSBOROUGH AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  Making left turn,Alcohol (Statutory),,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,9500,3,4,,POINT (-92.376776324792 42.476672712931)
2014816343,14-12205,08/12/2014,08-August,3-Tuesday,19:51,1900 Hours,District 6 (East Central),,JACKSON,,Co Rd D61/BELLEVUE-CASCADE RD & 182ND ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Dusk,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,8000,2,6,,POINT (-90.685153154936 42.240377363417)
2014812231,1400000698,08/12/2014,08-August,3-Tuesday,20:50,2000 Hours,District 1 (Central),,MARSHALL,IA 330,IA 330/MARSH AVE,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,1,,POINT (-93.000132903079 42.039257906916)
2014812024,14-5331,08/12/2014,08-August,3-Tuesday,14:50,1400 Hours,District 1 (Central),DES MOINES,POLK,US 69,US 69/N 14TH ST,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3500,2,3,,POINT (-93.600612926421 41.677250854493)
2014812247,20140023451,08/12/2014,08-August,3-Tuesday,14:30,1400 Hours,District 1 (Central),DES MOINES,POLK,,COLLEGE AVE & 19TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),Ran Stop Sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,1800,2,2,,POINT (-93.64263193088 41.607722474339)
2014812168,2014008637,08/12/2014,08-August,3-Tuesday,16:13,1600 Hours,District 6 (East Central),IOWA CITY,JOHNSON,IA 1,IA 1/N DODGE ST,Non-collision events:  Other non-collision (explain in narrative),On Roadway,Rear-end (front to rear),"Operating vehicle in an reckless, erratic, careless, negligent manner",None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Crossover-related,Paved,,Property Damage Only,0,0,0,0,0,0,13000,4,7,,POINT (-91.495574560362 41.692841203791)
2014812122,14-26194,08/12/2014,08-August,3-Tuesday,17:14,1700 Hours,District 3 (Northwest),SIOUX CITY,WOODBURY,,25TH ST & VIRGINIA ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,5500,2,3,,POINT (-96.398416792263 42.515771157597)
2014812240,14-0968,08/12/2014,08-August,3-Tuesday,17:47,1700 Hours,District 1 (Central),URBANDALE,POLK,US 6,US 6/HICKMAN RD,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,7000,2,2,,POINT (-93.767600757348 41.614846265267)
2014812320,S14-081057,08/12/2014,08-August,3-Tuesday,17:45,1700 Hours,District 2 (Northeast),WATERLOO,BLACK HAWK,US 218,US 218,Collision with:  Other non-fixed object (explain in narrative),On Roadway,Non-collision (single vehicle),Equipment failure,None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4500,3,1,,POINT (-92.268714233358 42.413317072697)
2014812525,02-14-12005,08/12/2014,08-August,3-Tuesday,09:13,0900 Hours,District 6 (East Central),DUBUQUE,DUBUQUE,,OLD HIGHWAY RD,Collision with fixed object:  Other fixed object (explain in narrative),On Roadway,Non-collision (single vehicle),Swerving/Evasive Action,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,8000,1,1,,POINT (-90.766740489129 42.482711612564)
2014812032,20140023470,08/12/2014,08-August,3-Tuesday,16:44,1600 Hours,District 1 (Central),DES MOINES,POLK,,FLEUR DR,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Other (explain in narrative):  Other,None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,4000,2,4,,POINT (-93.644964113956 41.569545711966)
2014812338,2014047110,08/12/2014,08-August,3-Tuesday,14:00,1400 Hours,District 5 (Southeast),,DECATUR,I-35,I-35,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Minor Injury,0,1,0,1,0,0,9000,2,4,,POINT (-93.862658423527 40.649760257601)
2014812166,2014-16547,08/12/2014,08-August,3-Tuesday,21:15,2100 Hours,District 6 (East Central),MCCAUSLAND,SCOTT,,Co Rd F33/300 ST,Collision with fixed object:  Ditch,On Roadway,Non-collision (single vehicle),Ran off road - right,Refused,,Dark - roadway not lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2100,1,1,,POINT (-90.468045808637 41.742677887384)
2014812195,14-006693,08/12/2014,08-August,3-Tuesday,18:05,1800 Hours,District 2 (Northeast),,CLAYTON,IA 13,IA 13/IOWA 13,Non-collision events:  Other non-collision (explain in narrative),Shoulder,Non-collision (single vehicle),Crossed centerline (undivided),None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,2000,1,1,,POINT (-91.334130470253 42.965779585177)
2014816006,H14122116,08/12/2014,08-August,3-Tuesday,21:16,2100 Hours,District 2 (Northeast),,FRANKLIN,I-35,I-35,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,8000,1,1,,POINT (-93.466038707538 42.658128958312)
2014812048,14-3918,08/12/2014,08-August,3-Tuesday,17:01,1700 Hours,District 1 (Central),WEST DES MOINES,POLK,,WESTOWN PL & 35TH ST/VALLEY WEST DR,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Possible/Unknown,0,1,0,0,1,0,8500,3,3,,POINT (-93.751903493306 41.596413202642)
2014813458,146043PD,08/12/2014,08-August,3-Tuesday,15:20,1500 Hours,District 1 (Central),BOONE,BOONE,,W MAMIE EISENHOWER AVE & S MAIN ST,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2500,2,2,,POINT (-93.906853658723 42.059317328394)
2014816062,,08/12/2014,08-August,3-Tuesday,11:06,1100 Hours,District 5 (Southeast),FORT MADISON,LEE,,AVE G & 10TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2000,2,2,,POINT (-91.315315129987 40.630981335489)
2014812221,201411833,08/12/2014,08-August,3-Tuesday,12:38,1200 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,IA 922,IA 922/1ST AVE E & 4TH ST NE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Lost Control,None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6500,3,3,,POINT (-91.666268440199 41.980072823444)
2014811898,14-3905,08/12/2014,08-August,3-Tuesday,07:36,0700 Hours,District 1 (Central),WEST DES MOINES,POLK,I-35,I-35,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Interchange-related:  On-ramp merge area,Paved,,Property Damage Only,0,0,0,0,0,0,2100,2,2,,POINT (-93.776839193135 41.603552249044)
2014812239,14-0966,08/12/2014,08-August,3-Tuesday,08:10,0800 Hours,District 1 (Central),CLIVE,POLK,,UNIVERSITY BLVD & NW 84TH ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,1750,2,7,,POINT (-93.732697174788 41.604211353517)
2014813515,14013769,08/12/2014,08-August,3-Tuesday,10:40,1000 Hours,District 2 (Northeast),MASON CITY,CERRO GORDO,IA 122,IA 122/4TH ST SW,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Unknown,None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,6000,2,5,,POINT (-93.232241374411 43.148384223951)
2014813138,14-80823,08/12/2014,08-August,3-Tuesday,04:00,0400 Hours,District 2 (Northeast),,BLACK HAWK,I-380,I-380,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,4000,1,1,,POINT (-92.216903582982 42.449439779097)
2014812036,20140023487,08/12/2014,08-August,3-Tuesday,18:57,1800 Hours,District 1 (Central),DES MOINES,POLK,IA 163,IA 163/E UNIVERSITY AVE,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Followed too close,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,3500,2,3,,POINT (-93.578060995379 41.600508217908)
2014811929,2014008629,08/12/2014,08-August,3-Tuesday,11:45,1100 Hours,District 6 (East Central),IOWA CITY,JOHNSON,,AMBER LN,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From driveway,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),Paved,,Property Damage Only,0,0,0,0,0,0,4500,2,2,,POINT (-91.505332493135 41.6325867224)
2014812132,CL14002840,08/12/2014,08-August,3-Tuesday,15:33,1500 Hours,District 6 (East Central),CLINTON,CLINTON,,6TH AVE S,Collision with:  Parked motor vehicle,On Roadway,Rear-end (front to rear),Unknown,None Indicated,,Daylight,Dry,Cloudy,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,1500,2,1,,POINT (-90.187045914979 41.840091319244)
2014835741,1408122232,08/12/2014,08-August,3-Tuesday,22:32,2200 Hours,District 6 (East Central),MONTICELLO,JONES,,Co Rd D65/RICHLAND RD,Collision with:  Animal,,,Animal,None Indicated,,,,,,,Paved,,Property Damage Only,0,0,0,0,0,0,3000,1,1,,POINT (-91.125179499972 42.248624595139)
2014812672,2014-56284,08/12/2014,08-August,3-Tuesday,16:40,1600 Hours,District 6 (East Central),DAVENPORT,SCOTT,,E 13TH ST & LE CLAIRE ST,Collision with:  Vehicle in traffic,On Roadway,Broadside (front to side),FTYROW:  From stop sign,None Indicated,,Daylight,Dry,Clear,None apparent,Intersection:  Four-way intersection,Paved,,Property Damage Only,0,0,0,0,0,0,2888,2,3,,POINT (-90.568225349035 41.533015529974)
2014812085,2014-56186,08/12/2014,08-August,3-Tuesday,03:09,0300 Hours,District 6 (East Central),DAVENPORT,SCOTT,,W LOCUST ST,Collision with fixed object:  Utility pole/light support,Shoulder,Non-collision (single vehicle),Ran off road - straight,Alcohol (Statutory),,Dark - roadway lighted,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,5000,1,1,,POINT (-90.598320649136 41.538250638865)
2014820139,,08/12/2014,08-August,3-Tuesday,17:05,1700 Hours,District 2 (Northeast),CLEAR LAKE,CERRO GORDO,,2ND AVE N & N 10TH ST,Collision with:  Parked motor vehicle,On Roadway,"Sideswipe, same direction",Other (explain in narrative):  Vision obstructed,None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,3500,2,1,,POINT (-93.376137026204 43.139248957339)
2014812443,2014-56134,08/12/2014,08-August,3-Tuesday,23:46,2300 Hours,District 6 (East Central),DAVENPORT,SCOTT,,FEDERAL ST,Collision with:  Parked motor vehicle,Outside trafficway,Rear-end (front to rear),Unknown,None Indicated,,Dark - roadway lighted,"Mud, dirt",Clear,None apparent,Non-intersection:  Non-junction/no special feature,Paved,,Property Damage Only,0,0,0,0,0,0,2120,2,1,,POINT (-90.565965951213 41.525186161219)
2014812222,201411841,08/12/2014,08-August,3-Tuesday,14:38,1400 Hours,District 6 (East Central),CEDAR RAPIDS,LINN,,1ST AVE W & EDGEWOOD RD SW & EDGEWOOD RD NW,Collision with:  Vehicle in traffic,On Roadway,Rear-end (front to rear),Unknown,None Indicated,,Daylight,Dry,Cloudy,None apparent,Intersection:  Four-way intersection,Paved,,Possible/Unknown,0,1,0,0,1,0,6000,2,2,,POINT (-91.716020119492 41.967625789777)
2014812020,14-003625,08/12/2014,08-August,3-Tuesday,08:29,0800 Hours,District 3 (Northwest),,LYON,,Co Rd K60/INDIAN AVE,Collision with:  Vehicle in traffic,On Roadway,"Angle, oncoming left turn",Crossed centerline (undivided),None Indicated,,Daylight,Dry,Clear,None apparent,Non-intersection:  Driveway access (within),Paved,,Minor Injury,0,1,0,1,0,0,6300,2,2,,POINT (-96.096356492217 43.398449370535)
2014813151,14-024826,08/12/2014,08-August,3-Tuesday,09:10,0900 Hours,District 5 (Southeast),DONNELLSON,LEE,US 218,US 218/SE RAMP,Collision with:  Other non-fixed object (explain in narrative),Shoulder,Non-collision (single vehicle),Ran off road - right,None Indicated,,Daylight,Dry,Clear,None apparent,"Interchange-related:  Off-ramp, diverge area",Paved,,Property Damage Only,0,0,0,0,0,0,1601,1,1,,POINT (-91.556159928 40.63474882429)
